RMSD (nm),F(kJ/mol)
0.011365939999999998,28.976196504692442
0.019952799797979794,20.620426237799585
0.028539659595959593,14.104580639977435
0.03712651939393939,9.196112555687609
0.04571337919191919,5.699567967523965
0.05430023898989898,3.3960847533853595
0.06288709878787879,2.02838156766105
0.07147395858585859,1.3113119229134895
0.08006081838383838,0.9440211906848859
0.08864767818181818,0.6352334629461822
0.09723453797979797,0.266469249594401
0.10582139777777777,0.0
0.11440825757575757,0.07074760263044055
0.12299511737373736,0.5745008233977558
0.13158197717171716,1.4881717298980845
0.14016883696969695,2.7510527860964196
0.14875569676767675,4.238120883654652
0.15734255656565654,5.761573108960942
0.16592941636363634,7.213207113477747
0.17451627616161614,8.625512822800626
0.18310313595959593,10.075516033075523
0.19168999575757573,11.236926445918368
0.20027685555555552,11.59753626044635
0.20886371535353532,11.32171691669668
0.21745057515151514,10.875904523051194
0.22603743494949494,10.420552792185358
0.23462429474747473,9.985111462013116
0.24321115454545453,9.658929256473016
0.25179801434343435,9.470608732756663
0.26038487414141415,9.417194785879605
0.26897173393939394,9.416698931229025
0.27755859373737374,9.349768908561305
0.28614545353535353,9.201311467115307
0.29473231333333333,9.031467543072292
0.3033191731313131,8.857581760121167
0.3119060329292929,8.659665883707117
0.3204928927272727,8.487901096310424
0.3290797525252525,8.378598197542583
0.3376666123232323,8.286406172989025
0.3462534721212121,8.247092878926889
0.3548403319191919,8.273490642913504
0.3634271917171717,8.270487617781317
0.3720140515151515,8.185105012190807
0.3806009113131313,8.040204910651038
0.3891877711111111,7.873698283836614
0.3977746309090909,7.731997456958517
0.40636149070707067,7.673433627604304
0.41494835050505047,7.652019182030664
0.4235352103030303,7.6137639950450655
0.4321220701010101,7.577907979382065
0.4407089298989899,7.550953691319862
0.4492957896969697,7.485961904385523
0.4578826494949495,7.419326852139928
0.4664695092929293,7.394979293003448
0.4750563690909091,7.366916691574339
0.4836432288888889,7.336652378059966
0.4922300886868687,7.317932695259241
0.5008169484848485,7.302504699265551
0.5094038082828283,7.340234098844288
0.5179906680808081,7.433250526919945
0.5265775278787879,7.526169409157692
0.5351643876767677,7.577944228241847
0.5437512474747475,7.62144762775694
0.5523381072727273,7.692974577320406
0.560924967070707,7.805646014485241
0.5695118268686868,7.933777446029616
0.5780986866666666,8.055627941571181
0.5866855464646464,8.152088878197805
0.5952724062626262,8.247085140229522
0.603859266060606,8.393644812301694
0.6124461258585858,8.55404664531213
0.6210329856565656,8.70190417401881
0.6296198454545454,8.876560990272246
0.6382067052525252,9.08241579012575
0.646793565050505,9.310748646304198
0.6553804248484848,9.565683917248634
0.6639672846464646,9.838948512089509
0.6725541444444444,10.116448238551797
0.6811410042424242,10.385560253655026
0.689727864040404,10.70324042442623
0.6983147238383838,11.064265413332748
0.7069015836363636,11.452803032162244
0.7154884434343434,11.867966908114486
0.7240753032323232,12.372371229393714
0.732662163030303,12.908843799899266
0.7412490228282828,13.448077328383643
0.7498358826262626,14.029294467404029
0.7584227424242423,14.658644282562449
0.7670096022222221,15.309286531889004
0.7755964620202019,15.977121746100536
0.7841833218181817,16.622377970369882
0.7927701816161615,17.351663839443834
0.8013570414141413,18.327235248534116
0.8099439012121211,19.52312560877022
0.8185307610101009,21.042772379818416
0.8271176208080807,23.15561336862546
0.8357044806060606,25.97258461093479
0.8442913404040404,29.256055091261857
0.8528782002020202,33.243124871468574
0.86146506,39.01509516234277
