RMSD (nm),F(kJ/mol)
-0.0012860400000000004,22.537178479298355
0.007526142626262626,15.135774750180904
0.01633832525252525,9.303814260692857
0.02515050787878788,4.960617375850802
0.033962690505050505,2.0213999806687966
0.04277487313131313,0.3996028233421711
0.05158705575757576,0.0
0.060399238383838386,0.7010649408910155
0.06921142101010101,2.3253519379982066
0.07802360363636364,4.583774295946654
0.08683578626262627,6.987882578982674
0.09564796888888889,8.971411752880677
0.10446015151515152,10.425897187776773
0.11327233414141415,11.664575479421611
0.12208451676767677,12.889538423204463
0.13089669939393941,14.105992971119395
0.13970888202020204,15.129980001070514
0.14852106464646467,15.725029080757633
0.1573332472727273,16.002362206186763
0.16614542989898992,16.21085064271813
0.17495761252525255,16.41569165912475
0.18376979515151518,16.648903964520155
0.1925819777777778,16.946455973227934
0.20139416040404043,17.153845669220768
0.21020634303030306,17.014136587026393
0.21901852565656568,16.561740068050657
0.2278307082828283,16.057614166943612
0.23664289090909094,15.605431804969076
0.24545507353535356,15.15960778705287
0.25426725616161616,14.771635258507967
0.2630794387878788,14.507012801631795
0.27189162141414147,14.299577510080255
0.28070380404040407,14.08711915207262
0.28951598666666667,13.91778580612037
0.2983281692929293,13.744679731712303
0.307140351919192,13.397037937500045
0.3159525345454546,12.875279705106209
0.3247647171717172,12.361663359282591
0.33357689979797983,12.052154875803236
0.3423890824242425,12.029889244988464
0.3512012650505051,12.205353831570683
0.3600134476767677,12.422683368894546
0.36882563030303034,12.619062050348514
0.377637812929293,12.808711093973315
0.3864499955555556,12.986215837905572
0.3952621781818182,13.107105106514556
0.40407436080808085,13.153029019752967
0.4128865434343435,13.154508197884326
0.4216987260606061,13.158896177629721
0.4305109086868687,13.1605178475642
0.43932309131313135,13.096032251314615
0.448135273939394,12.972622335200796
0.4569474565656566,12.839394886309602
0.4657596391919192,12.688339537284925
0.47457182181818186,12.532071295900295
0.4833840044444445,12.432575386374282
0.4921961870707071,12.380072354469768
0.5010083696969697,12.343309943627016
0.5098205523232323,12.362374148789222
0.518632734949495,12.44487163849653
0.5274449175757576,12.516543682757096
0.5362571002020202,12.55431080384417
0.5450692828282829,12.606490745612096
0.5538814654545455,12.697231883809138
0.5626936480808081,12.794391673740758
0.5715058307070707,12.866605139936322
0.5803180133333333,12.93337375940764
0.589130195959596,13.03387061394546
0.5979423785858586,13.209161395054839
0.6067545612121212,13.454031181074221
0.615566743838384,13.717147978589914
0.6243789264646465,13.983988275717685
0.6331911090909091,14.274004294687735
0.6420032917171717,14.586652773112029
0.6508154743434343,14.941016474201064
0.659627656969697,15.364906611884624
0.6684398395959597,15.815862833539505
0.6772520222222222,16.294591061347663
0.686064204848485,16.842057443850255
0.6948763874747476,17.412419297211763
0.7036885701010102,17.998811141860592
0.7125007527272728,18.67395837448663
0.7213129353535354,19.337208806656122
0.7301251179797981,19.85471126660941
0.7389373006060607,20.34103578746815
0.7477494832323233,20.884068685062104
0.756561665858586,21.45290211848461
0.7653738484848486,22.120354415322446
0.7741860311111112,22.90847464793409
0.7829982137373738,23.722596605898673
0.7918103963636364,24.667442058592172
0.8006225789898991,25.87201668357518
0.8094347616161617,27.15930708583965
0.8182469442424243,28.446669933151906
0.827059126868687,29.59114883968588
0.8358713094949496,30.16357033197843
0.8446834921212122,30.352320543468917
0.8534956747474748,31.06908233103444
0.8623078573737374,33.06131591225859
0.87112004,36.75355810724974
