RMSD (nm),F(kJ/mol)
0.006796879999999998,25.980065346332303
0.015500377373737372,16.793240585351874
0.024203874747474746,9.806006171020996
0.03290737212121212,4.887599961645314
0.04161086949494949,1.8493828620156734
0.050314366868686865,0.3791312873500132
0.059017864242424244,0.0
0.06772136161616162,0.13118032080996755
0.07642485898989898,0.33367784742286943
0.08512835636363636,0.5157886469447135
0.09383185373737374,0.8041685985686584
0.10253535111111112,1.4401493413685316
0.1112388484848485,2.6808116612052686
0.11994234585858585,4.6337330301012365
0.12864584323232323,7.118245651709
0.1373493406060606,9.530280553221985
0.14605283797979798,11.04961055129656
0.15475633535353536,11.519249110924097
0.16345983272727274,11.546150752217063
0.1721633301010101,11.615740171039214
0.18086682747474747,11.913061985403875
0.18957032484848485,12.309422001118818
0.19827382222222223,12.44887589870568
0.2069773195959596,12.224602457553175
0.215680816969697,11.765873767337268
0.22438431434343434,11.25509845981885
0.23308781171717172,10.821144496277302
0.2417913090909091,10.526061815790786
0.25049480646464645,10.275711341475315
0.2591983038383838,9.995214991621932
0.2679018012121212,9.675350347734938
0.2766052985858586,9.33621380211375
0.28530879595959596,9.02024748156646
0.29401229333333334,8.739712232178192
0.3027157907070707,8.508970899137331
0.3114192880808081,8.32537287314329
0.3201227854545455,8.178701572705894
0.32882628282828286,8.061955753423646
0.3375297802020202,7.971372386737816
0.34623327757575756,7.87911750127866
0.35493677494949494,7.774013034822026
0.3636402723232323,7.699033427995673
0.3723437696969697,7.682364952732733
0.3810472670707071,7.692894974245149
0.38975076444444445,7.6912848053304295
0.39845426181818183,7.696733522692831
0.4071577591919192,7.727492467082268
0.4158612565656566,7.756183367984065
0.42456475393939397,7.767772345076892
0.4332682513131313,7.802595957399017
0.44197174868686867,7.867827966747932
0.45067524606060605,7.9654980035465215
0.45937874343434343,8.07142716456152
0.4680822408080808,8.134898586466765
0.4767857381818182,8.162206699687722
0.48548923555555556,8.163501880406749
0.49419273292929294,8.175651872610903
0.5028962303030303,8.240170765202414
0.5115997276767676,8.323149259821186
0.5203032250505051,8.406072605926415
0.5290067224242424,8.496462235439374
0.5377102197979798,8.596685635219668
0.5464137171717172,8.696253437606227
0.5551172145454546,8.788017835181709
0.5638207119191919,8.875057288332812
0.5725242092929292,8.993596781948145
0.5812277066666667,9.134693459295786
0.589931204040404,9.239806746685371
0.5986347014141414,9.320683291206333
0.6073381987878788,9.432287984965747
0.6160416961616162,9.570621008578751
0.6247451935353535,9.725220796461127
0.633448690909091,9.90056040691367
0.6421521882828283,10.115827226058279
0.6508556856565657,10.38285243902812
0.659559183030303,10.639694002276471
0.6682626804040404,10.860936354515932
0.6769661777777778,11.126473080108205
0.6856696751515151,11.442176259719659
0.6943731725252525,11.809375767786626
0.7030766698989899,12.251699181490324
0.7117801672727273,12.753759869419707
0.7204836646464646,13.26166246170035
0.7291871620202021,13.730462608480483
0.7378906593939394,14.320974861116518
0.7465941567676768,15.004817937427411
0.7552976541414141,15.554434905882157
0.7640011515151515,16.045268022599203
0.7727046488888889,16.7329324804036
0.7814081462626262,17.512046946055698
0.7901116436363637,18.32484089683927
0.798815141010101,19.23045050628588
0.8075186383838384,20.194870083683277
0.8162221357575757,21.13170610765495
0.8249256331313132,22.137510539401
0.8336291305050505,23.631405797131976
0.8423326278787879,25.98421557597876
0.8510361252525253,29.35390140307554
0.8597396226262626,33.581025815388614
0.86844312,39.41001904970323
